Text,Location
Trains To Life Trains To Death,"Berlin, Germany"
Narva-Wurfel,"Berlin, Germany"
Philologische Bibliothek der Freien Universitaet Berlin,"Berlin, Germany"
Crazy Airplane Mesh,"Berlin, Germany"
Ariel Fantasy,"Berlin, Germany"
Lustgarten,"Berlin, Germany"
Lortzing Denkmal,"Berlin, Germany"
"Figurengruppe ""Fuchsjagd um 1900""","Berlin, Germany"
Stadtbad Lankwitz,"Berlin, Germany"
Havelwelle,"Berlin, Germany"
Schonower Park,"Berlin, Germany"
Münzinger Park,"Berlin, Germany"
Denkmal Gefallene der Befreiungskriege,"Berlin, Germany"
Galerie Nierendorf,"Berlin, Germany"
Molkenmarkt,"Berlin, Germany"
Caro Berliner Art,"Berlin, Germany"
Balanceakt Sculpture,"Berlin, Germany"
Stiche Düssel am Gendarmenmarkt,"Berlin, Germany"
Palais am Funkturm,"Berlin, Germany"
Französischer Militärbahnhof Berlin-Tegel,"Berlin, Germany"
Lowe,"Berlin, Germany"
Touristinformation Neukoelln,"Berlin, Germany"
Studioladen,"Berlin, Germany"
Heimathafen Neukoln,"Berlin, Germany"
Palais Podewil,"Berlin, Germany"
Informations- und Gedenkort Rummelsburg,"Berlin, Germany"
Einar & Bert Theaterbuchhandlung,"Berlin, Germany"
Hochbunker-Pallasstrasse,"Berlin, Germany"
Denkmal Herbert Baum,"Berlin, Germany"
HAU 1 Hebbel am Ufer,"Berlin, Germany"
Schweizer Botschaft in Berlin,"Berlin, Germany"
Friedrich Wilhelm von Seydlitz statue,"Berlin, Germany"
Energie-Plus-Haus,"Berlin, Germany"
Theodor Heuss Platz,"Berlin, Germany"
Bibliothek fuer Lernende,"Berlin, Germany"
Denkmal des Prinzen Wilhelm von Preußen,"Berlin, Germany"
Löwenbrücke im Tiergarten,"Berlin, Germany"
Graf von Schwerin statue,"Berlin, Germany"
Chabad Lubavitch Berlin,"Berlin, Germany"
Kunstleben Berlin,"Berlin, Germany"
Umweltweihnachtsmarkt,"Berlin, Germany"
Bundesministerium fur Wirtschaft und Energie,"Berlin, Germany"
Prager Passage,"Berlin, Germany"
Kaisereiche - The Tree,"Berlin, Germany"
Ev. Kirchengmeinde,"Berlin, Germany"
Pilecki Institut,"Berlin, Germany"
The Day the Wall Came Down monument,"Berlin, Germany"
Vintage & Antique Hunt,"Berlin, Germany"
English Theatre Berlin,"Berlin, Germany"
Löwenfontäne,"Berlin, Germany"
Stadtnavigator Berlin,"Berlin, Germany"
Dorfkirche Alt-Tegel,"Berlin, Germany"
Mehringhof - Theater,"Berlin, Germany"
48 Stunden Neukolln,"Berlin, Germany"
Standbild des Prinzen Moritz Von Oranien-Nassau,"Berlin, Germany"
All Saints Catholic Church,"Berlin, Germany"
Ballhaus Naunynstraße,"Berlin, Germany"
Ministerium für Illustration,"Berlin, Germany"
Alliierte in Berlin,"Berlin, Germany"
401 Contemporary,"Berlin, Germany"
Askania Welten Museum,"Berlin, Germany"
Denkmal Garde Grenadier Regiment 5,"Berlin, Germany"
Gedichttafel Bertold Brecht,"Berlin, Germany"
Auguste-Viktoria-Glocke,"Berlin, Germany"
Galerie Hugo Cassel,"Berlin, Germany"
Knabe mit Pony,"Berlin, Germany"
Architektur Galerie Berlin,"Berlin, Germany"
THEATER AN DER PARKAUE – Berlin State Theatre for Young Audiences,"Berlin, Germany"
Tete,"Berlin, Germany"
Stadtsiegel,"Berlin, Germany"
Musée de Pankow,"Berlin, Germany"
Impossible Projects Laboratory,"Berlin, Germany"
St. Clemens Kirche,"Berlin, Germany"
Markthallenbrunnen,"Berlin, Germany"
Theater Im Palais,"Berlin, Germany"
Gethsemanekirche,"Berlin, Germany"
Jerusalem Church,"Berlin, Germany"
Zum Guten Hirten Kirche,"Berlin, Germany"
"Figurengruppe ""Das Deutsche Volkslied""","Berlin, Germany"
Sommerbad Humboldthain,"Berlin, Germany"
Festsaal Kreuzberg,"Berlin, Germany"
Denkmal Emil Fischer,"Berlin, Germany"
Mampemuseum,"Berlin, Germany"
Lutherbrücke,"Berlin, Germany"
Daadgalerie,"Berlin, Germany"
Partnerschaftsbrunnen,"Berlin, Germany"
Schleuse Spandau,"Berlin, Germany"
Denkmal Kriegergruppen,"Berlin, Germany"
